"dep","prov","dist","cat_age","N"
"cajamarca","jaen","santa rosa","60-69",594
"cajamarca","jaen","santa rosa","70-79",405
"cajamarca","jaen","santa rosa","80+",210
"cajamarca","san ignacio","chirinos","60-69",782
"cajamarca","san ignacio","chirinos","70-79",470
"cajamarca","san ignacio","chirinos","80+",198
"cajamarca","san ignacio","huarango","60-69",920
"cajamarca","san ignacio","huarango","70-79",609
"cajamarca","san ignacio","huarango","80+",271
"cajamarca","san ignacio","la coipa","60-69",950
"cajamarca","san ignacio","la coipa","70-79",556
"cajamarca","san ignacio","la coipa","80+",241
"cajamarca","san ignacio","namballe","60-69",381
"cajamarca","san ignacio","namballe","70-79",207
"cajamarca","san ignacio","namballe","80+",99
"cajamarca","san ignacio","san ignacio","60-69",1732
"cajamarca","san ignacio","san ignacio","70-79",1073
"cajamarca","san ignacio","san ignacio","80+",469
"cajamarca","san ignacio","san jose de lourdes","60-69",795
"cajamarca","san ignacio","san jose de lourdes","70-79",461
"cajamarca","san ignacio","san jose de lourdes","80+",203
"cajamarca","san ignacio","tabaconas","60-69",820
"cajamarca","san ignacio","tabaconas","70-79",495
"cajamarca","san ignacio","tabaconas","80+",225
"cajamarca","san marcos","chancay","60-69",221
"cajamarca","san marcos","chancay","70-79",148
"cajamarca","san marcos","chancay","80+",101
"cajamarca","san marcos","eduardo villanueva","60-69",181
"cajamarca","san marcos","eduardo villanueva","70-79",141
"cajamarca","san marcos","eduardo villanueva","80+",78
"cajamarca","san marcos","gregorio pita","60-69",399
"cajamarca","san marcos","gregorio pita","70-79",303
"cajamarca","san marcos","gregorio pita","80+",166
"cajamarca","san marcos","ichocan","60-69",190
"cajamarca","san marcos","ichocan","70-79",109
"cajamarca","san marcos","ichocan","80+",87
"cajamarca","san marcos","jose manuel quiroz","60-69",280
"cajamarca","san marcos","jose manuel quiroz","70-79",221
"cajamarca","san marcos","jose manuel quiroz","80+",80
"cajamarca","san marcos","jose sabogal","60-69",551
"cajamarca","san marcos","jose sabogal","70-79",326
"cajamarca","san marcos","jose sabogal","80+",118
"cajamarca","san marcos","pedro galvez","60-69",1319
"cajamarca","san marcos","pedro galvez","70-79",980
"cajamarca","san marcos","pedro galvez","80+",478
"cajamarca","san miguel","bolivar","60-69",123
"cajamarca","san miguel","bolivar","70-79",107
"cajamarca","san miguel","bolivar","80+",68
"cajamarca","san miguel","calquis","60-69",298
"cajamarca","san miguel","calquis","70-79",198
"cajamarca","san miguel","calquis","80+",158
"cajamarca","san miguel","catilluc","60-69",180
"cajamarca","san miguel","catilluc","70-79",100
"cajamarca","san miguel","catilluc","80+",48
"cajamarca","san miguel","el prado","60-69",162
"cajamarca","san miguel","el prado","70-79",102
"cajamarca","san miguel","el prado","80+",84
"cajamarca","san miguel","la florida","60-69",209
"cajamarca","san miguel","la florida","70-79",152
"cajamarca","san miguel","la florida","80+",130
"cajamarca","san miguel","llapa","60-69",377
"cajamarca","san miguel","llapa","70-79",268
"cajamarca","san miguel","llapa","80+",133
"cajamarca","san miguel","nanchoc","60-69",115
"cajamarca","san miguel","nanchoc","70-79",103
"cajamarca","san miguel","nanchoc","80+",54
"cajamarca","san miguel","niepos","60-69",306
"cajamarca","san miguel","niepos","70-79",252
"cajamarca","san miguel","niepos","80+",188
"cajamarca","san miguel","san gregorio","60-69",181
"cajamarca","san miguel","san gregorio","70-79",160
"cajamarca","san miguel","san gregorio","80+",79
"cajamarca","san miguel","san miguel","60-69",1043
"cajamarca","san miguel","san miguel","70-79",761
"cajamarca","san miguel","san miguel","80+",513
"cajamarca","san miguel","san silvestre de cochan","60-69",290
"cajamarca","san miguel","san silvestre de cochan","70-79",182
"cajamarca","san miguel","san silvestre de cochan","80+",133
"cajamarca","san miguel","tongod","60-69",187
"cajamarca","san miguel","tongod","70-79",136
"cajamarca","san miguel","tongod","80+",63
"cajamarca","san miguel","union agua blanca","60-69",240
"cajamarca","san miguel","union agua blanca","70-79",164
"cajamarca","san miguel","union agua blanca","80+",104
"cajamarca","san pablo","san bernardino","60-69",253
"cajamarca","san pablo","san bernardino","70-79",195
"cajamarca","san pablo","san bernardino","80+",147
"cajamarca","san pablo","san luis","60-69",84
"cajamarca","san pablo","san luis","70-79",81
"cajamarca","san pablo","san luis","80+",41
"cajamarca","san pablo","san pablo","60-69",781
"cajamarca","san pablo","san pablo","70-79",609
"cajamarca","san pablo","san pablo","80+",386
"cajamarca","san pablo","tumbaden","60-69",213
"cajamarca","san pablo","tumbaden","70-79",143
"cajamarca","san pablo","tumbaden","80+",79
"cajamarca","santa cruz","andabamba","60-69",113
"cajamarca","santa cruz","andabamba","70-79",84
"cajamarca","santa cruz","andabamba","80+",74
"cajamarca","santa cruz","catache","60-69",517
"cajamarca","santa cruz","catache","70-79",358
"cajamarca","santa cruz","catache","80+",221
"cajamarca","santa cruz","chancaybanos","60-69",300
"cajamarca","santa cruz","chancaybanos","70-79",184
"cajamarca","santa cruz","chancaybanos","80+",111
"cajamarca","santa cruz","la esperanza","60-69",211
"cajamarca","santa cruz","la esperanza","70-79",198
"cajamarca","santa cruz","la esperanza","80+",144
"cajamarca","santa cruz","ninabamba","60-69",181
"cajamarca","santa cruz","ninabamba","70-79",152
"cajamarca","santa cruz","ninabamba","80+",101
"cajamarca","santa cruz","pulan","60-69",327
"cajamarca","santa cruz","pulan","70-79",233
"cajamarca","santa cruz","pulan","80+",179
"cajamarca","santa cruz","santa cruz","60-69",690
"cajamarca","santa cruz","santa cruz","70-79",518
"cajamarca","santa cruz","santa cruz","80+",327
"cajamarca","santa cruz","saucepampa","60-69",122
"cajamarca","santa cruz","saucepampa","70-79",96
"cajamarca","santa cruz","saucepampa","80+",70
"cajamarca","santa cruz","sexi","60-69",34
"cajamarca","santa cruz","sexi","70-79",23
"cajamarca","santa cruz","sexi","80+",23
"cajamarca","santa cruz","uticyacu","60-69",112
"cajamarca","santa cruz","uticyacu","70-79",119
"cajamarca","santa cruz","uticyacu","80+",57
"cajamarca","santa cruz","yauyucan","60-69",192
"cajamarca","santa cruz","yauyucan","70-79",130
"cajamarca","santa cruz","yauyucan","80+",109
"callao","callao","bellavista","60-69",6516
"callao","callao","bellavista","70-79",4873
"callao","callao","bellavista","80+",3120
"callao","callao","callao","60-69",35458
"callao","callao","callao","70-79",18440
"callao","callao","callao","80+",8757
"callao","callao","carmen de la legua reynoso","60-69",2969
"callao","callao","carmen de la legua reynoso","70-79",1880
"callao","callao","carmen de la legua reynoso","80+",1074
"callao","callao","la perla","60-69",5810
"callao","callao","la perla","70-79",4119
"callao","callao","la perla","80+",2395
"callao","callao","la punta","60-69",494
"callao","callao","la punta","70-79",372
"callao","callao","la punta","80+",279
"callao","callao","mi peru","60-69",2093
"callao","callao","mi peru","70-79",793
"callao","callao","mi peru","80+",347
"callao","callao","ventanilla","60-69",14455
"callao","callao","ventanilla","70-79",5944
"callao","callao","ventanilla","80+",2969
"cusco","acomayo","acomayo","60-69",258
"cusco","acomayo","acomayo","70-79",214
"cusco","acomayo","acomayo","80+",103
"cusco","acomayo","acopia","60-69",199
"cusco","acomayo","acopia","70-79",225
"cusco","acomayo","acopia","80+",112
"cusco","acomayo","acos","60-69",177
"cusco","acomayo","acos","70-79",150
"cusco","acomayo","acos","80+",74
"cusco","acomayo","mosoc llacta","60-69",68
"cusco","acomayo","mosoc llacta","70-79",50
"cusco","acomayo","mosoc llacta","80+",30
"cusco","acomayo","pomacanchi","60-69",402
"cusco","acomayo","pomacanchi","70-79",299
"cusco","acomayo","pomacanchi","80+",157
"cusco","acomayo","rondocan","60-69",197
"cusco","acomayo","rondocan","70-79",165
"cusco","acomayo","rondocan","80+",67
"cusco","acomayo","sangarara","60-69",175
"cusco","acomayo","sangarara","70-79",171
"cusco","acomayo","sangarara","80+",70
"cusco","anta","ancahuasi","60-69",475
"cusco","anta","ancahuasi","70-79",332
"cusco","anta","ancahuasi","80+",137
"cusco","anta","anta","60-69",1188
"cusco","anta","anta","70-79",727
"cusco","anta","anta","80+",376
"cusco","anta","cachimayo","60-69",143
"cusco","anta","cachimayo","70-79",101
"cusco","anta","cachimayo","80+",48
"cusco","anta","chinchaypujio","60-69",314
"cusco","anta","chinchaypujio","70-79",253
"cusco","anta","chinchaypujio","80+",132
"cusco","anta","huarocondo","60-69",311
"cusco","anta","huarocondo","70-79",232
"cusco","anta","huarocondo","80+",118
"cusco","anta","limatambo","60-69",593
"cusco","anta","limatambo","70-79",483
"cusco","anta","limatambo","80+",199
"cusco","anta","mollepata","60-69",224
"cusco","anta","mollepata","70-79",219
"cusco","anta","mollepata","80+",129
"cusco","anta","pucyura","60-69",138
"cusco","anta","pucyura","70-79",82
"cusco","anta","pucyura","80+",59
"cusco","anta","zurite","60-69",259
"cusco","anta","zurite","70-79",183
"cusco","anta","zurite","80+",125
"cusco","calca","calca","60-69",1085
"cusco","calca","calca","70-79",603
"cusco","calca","calca","80+",308
"cusco","calca","coya","60-69",258
"cusco","calca","coya","70-79",159
"cusco","calca","coya","80+",108
"cusco","calca","lamay","60-69",294
"cusco","calca","lamay","70-79",185
"cusco","calca","lamay","80+",93
"cusco","calca","lares","60-69",407
"cusco","calca","lares","70-79",270
"cusco","calca","lares","80+",151
"cusco","calca","pisac","60-69",534
"cusco","calca","pisac","70-79",347
"cusco","calca","pisac","80+",152
"cusco","calca","san salvador","60-69",295
"cusco","calca","san salvador","70-79",220
"cusco","calca","san salvador","80+",112
"cusco","calca","taray","60-69",248
"cusco","calca","taray","70-79",146
"cusco","calca","taray","80+",72
"cusco","calca","yanatile","60-69",704
"cusco","calca","yanatile","70-79",413
"cusco","calca","yanatile","80+",118
"cusco","canas","checca","60-69",363
"cusco","canas","checca","70-79",227
"cusco","canas","checca","80+",90
"cusco","canas","kunturkanki","60-69",290
"cusco","canas","kunturkanki","70-79",261
"cusco","canas","kunturkanki","80+",108
"cusco","canas","langui","60-69",158
"cusco","canas","langui","70-79",126
"cusco","canas","langui","80+",65
"cusco","canas","layo","60-69",338
"cusco","canas","layo","70-79",270
"cusco","canas","layo","80+",109
"cusco","canas","pampamarca","60-69",134
"cusco","canas","pampamarca","70-79",100
"cusco","canas","pampamarca","80+",50
"cusco","canas","quehue","60-69",189
"cusco","canas","quehue","70-79",143
"cusco","canas","quehue","80+",45
"cusco","canas","tupac amaru","60-69",195
"cusco","canas","tupac amaru","70-79",129
"cusco","canas","tupac amaru","80+",57
"cusco","canas","yanaoca","60-69",615
"cusco","canas","yanaoca","70-79",472
"cusco","canas","yanaoca","80+",178
"cusco","canchis","checacupe","60-69",317
"cusco","canchis","checacupe","70-79",198
"cusco","canchis","checacupe","80+",84
"cusco","canchis","combapata","60-69",276
"cusco","canchis","combapata","70-79",155
"cusco","canchis","combapata","80+",84
"cusco","canchis","marangani","60-69",729
"cusco","canchis","marangani","70-79",533
"cusco","canchis","marangani","80+",204
"cusco","canchis","pitumarca","60-69",425
"cusco","canchis","pitumarca","70-79",305
"cusco","canchis","pitumarca","80+",111
"cusco","canchis","san pablo","60-69",334
"cusco","canchis","san pablo","70-79",302
"cusco","canchis","san pablo","80+",156
"cusco","canchis","san pedro","60-69",206
"cusco","canchis","san pedro","70-79",229
"cusco","canchis","san pedro","80+",119
"cusco","canchis","sicuani","60-69",3318
"cusco","canchis","sicuani","70-79",2010
"cusco","canchis","sicuani","80+",985
"cusco","canchis","tinta","60-69",372
"cusco","canchis","tinta","70-79",314
"cusco","canchis","tinta","80+",116
"cusco","chumbivilcas","capacmarca","60-69",276
"cusco","chumbivilcas","capacmarca","70-79",179
"cusco","chumbivilcas","capacmarca","80+",95
"cusco","chumbivilcas","chamaca","60-69",510
"cusco","chumbivilcas","chamaca","70-79",244
"cusco","chumbivilcas","chamaca","80+",90
"cusco","chumbivilcas","colquemarca","60-69",536
"cusco","chumbivilcas","colquemarca","70-79",375
"cusco","chumbivilcas","colquemarca","80+",194
"cusco","chumbivilcas","livitaca","60-69",649
"cusco","chumbivilcas","livitaca","70-79",505
"cusco","chumbivilcas","livitaca","80+",179
"cusco","chumbivilcas","llusco","60-69",388
"cusco","chumbivilcas","llusco","70-79",229
"cusco","chumbivilcas","llusco","80+",111
"cusco","chumbivilcas","quinota","60-69",242
"cusco","chumbivilcas","quinota","70-79",148
"cusco","chumbivilcas","quinota","80+",39
"cusco","chumbivilcas","santo tomas","60-69",1594
"cusco","chumbivilcas","santo tomas","70-79",997
"cusco","chumbivilcas","santo tomas","80+",451
"cusco","chumbivilcas","velille","60-69",529
"cusco","chumbivilcas","velille","70-79",272
"cusco","chumbivilcas","velille","80+",172
"cusco","cusco","ccorca","60-69",140
"cusco","cusco","ccorca","70-79",119
"cusco","cusco","ccorca","80+",63
"cusco","cusco","cusco","60-69",6783
"cusco","cusco","cusco","70-79",3696
"cusco","cusco","cusco","80+",1981
"cusco","cusco","poroy","60-69",104
"cusco","cusco","poroy","70-79",58
"cusco","cusco","poroy","80+",42
"cusco","cusco","san jeronimo","60-69",2682
"cusco","cusco","san jeronimo","70-79",1202
"cusco","cusco","san jeronimo","80+",545
"cusco","cusco","san sebastian","60-69",5388
"cusco","cusco","san sebastian","70-79",2515
"cusco","cusco","san sebastian","80+",1048
"cusco","cusco","santiago","60-69",4595
"cusco","cusco","santiago","70-79",2734
"cusco","cusco","santiago","80+",1518
"cusco","cusco","saylla","60-69",190
"cusco","cusco","saylla","70-79",87
"cusco","cusco","saylla","80+",29
"cusco","cusco","wanchaq","60-69",4406
"cusco","cusco","wanchaq","70-79",2806
"cusco","cusco","wanchaq","80+",1472
"cusco","espinar","alto pichigua","60-69",189
"cusco","espinar","alto pichigua","70-79",169
"cusco","espinar","alto pichigua","80+",71
"cusco","espinar","condoroma","60-69",64
"cusco","espinar","condoroma","70-79",39
"cusco","espinar","condoroma","80+",14
"cusco","espinar","coporaque","60-69",922
"cusco","espinar","coporaque","70-79",589
"cusco","espinar","coporaque","80+",212
"cusco","espinar","espinar","60-69",1415
"cusco","espinar","espinar","70-79",779
"cusco","espinar","espinar","80+",374
"cusco","espinar","ocoruro","60-69",106
"cusco","espinar","ocoruro","70-79",81
"cusco","espinar","ocoruro","80+",32
"cusco","espinar","pallpata","60-69",309
"cusco","espinar","pallpata","70-79",247
"cusco","espinar","pallpata","80+",113
"cusco","espinar","pichigua","60-69",247
"cusco","espinar","pichigua","70-79",206
"cusco","espinar","pichigua","80+",93
"cusco","espinar","suyckutambo","60-69",166
"cusco","espinar","suyckutambo","70-79",79
"cusco","espinar","suyckutambo","80+",37
"cusco","la convencion","echarate","60-69",1558
"cusco","la convencion","echarate","70-79",740
"cusco","la convencion","echarate","80+",239
"cusco","la convencion","huayopata","60-69",553
"cusco","la convencion","huayopata","70-79",369
"cusco","la convencion","huayopata","80+",176
"cusco","la convencion","inkawasi","60-69",226
"cusco","la convencion","inkawasi","70-79",157
"cusco","la convencion","inkawasi","80+",63
"cusco","la convencion","kimbiri","60-69",546
"cusco","la convencion","kimbiri","70-79",244
"cusco","la convencion","kimbiri","80+",74
"cusco","la convencion","maranura","60-69",488
"cusco","la convencion","maranura","70-79",286
"cusco","la convencion","maranura","80+",139
"cusco","la convencion","megantoni","60-69",178
"cusco","la convencion","megantoni","70-79",52
"cusco","la convencion","megantoni","80+",5
"cusco","la convencion","ocobamba","60-69",356
"cusco","la convencion","ocobamba","70-79",189
"cusco","la convencion","ocobamba","80+",73
"cusco","la convencion","pichari","60-69",601
"cusco","la convencion","pichari","70-79",227
"cusco","la convencion","pichari","80+",72
"cusco","la convencion","quellouno","60-69",895
"cusco","la convencion","quellouno","70-79",444
"cusco","la convencion","quellouno","80+",189
"cusco","la convencion","santa ana","60-69",2087
"cusco","la convencion","santa ana","70-79",1081
"cusco","la convencion","santa ana","80+",512
"cusco","la convencion","santa teresa","60-69",480
"cusco","la convencion","santa teresa","70-79",285
"cusco","la convencion","santa teresa","80+",131
"cusco","la convencion","vilcabamba","60-69",728
"cusco","la convencion","vilcabamba","70-79",429
"cusco","la convencion","vilcabamba","80+",185
"cusco","la convencion","villa kintiarina","60-69",44
"cusco","la convencion","villa kintiarina","70-79",27
"cusco","la convencion","villa kintiarina","80+",7
"cusco","la convencion","villa virgen","60-69",60
"cusco","la convencion","villa virgen","70-79",38
"cusco","la convencion","villa virgen","80+",12
"cusco","paruro","accha","60-69",259
"cusco","paruro","accha","70-79",195
"cusco","paruro","accha","80+",83
"cusco","paruro","ccapi","60-69",229
"cusco","paruro","ccapi","70-79",194
"cusco","paruro","ccapi","80+",85
"cusco","paruro","colcha","60-69",113
